Einheit,Haus,Wohnung,Wohnfläche,Raumanzahl,Einstufung Mietkosten,Altereinstufung_Einzug,Wohndauer in Monaten,Mieteralter_Einzug,Einzug,Personenanzahl,Mietkosten,Wohngebiet_Hohenstücken,Wohngebiet_Innenstadt,Wohngebiet_Nord,Wohngebiet_Thüringer Straße,Geschoss_1. Obergeschoss,Geschoss_2. Obergeschoss,Geschoss_3. Obergeschoss,Geschoss_4. Obergeschoss,Geschoss_5. Obergeschoss,Geschoss_6. Obergeschoss,Geschoss_7. Obergeschoss,Geschoss_Erdgeschoss,Dusche_ja,Dusche_nein,Wanne_ja,Wanne_nein,Aufzug_ja,Aufzug_nein,Balkon/Terasse_ja,Balkon/Terasse_nein,Geschlecht_M,Geschlecht_W,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6,Generation_7,Generation_8,Generation_\N,Haustier_ja,Haustier_nein,Mahnverfahren_ja,Mahnverfahren_nein,Hohe Miete_ja,Hohe Miete_nein
1,1,1,65.83,3,3,3,544,37,1978-12-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,1,2,66.23,3,3,2,544,26,1978-12-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,1,3,65.83,3,3,5,152,60,2011-07-01,2,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,1,4,93.1,5,5,5,128,60,2013-08-01,3,500.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
1,1,5,65.83,3,3,3,416,39,1989-08-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,1,6,93.1,5,4,4,251,42,2003-05-01,3,400.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,1,7,65.83,3,4,2,35,25,2021-05-01,1,400.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
1,1,8,93.1,5,4,4,214,45,2006-06-01,5,400.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
1,1,9,65.83,3,4,3,48,34,2020-04-01,3,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1,1,10,93.1,5,4,2,205,29,2007-03-01,3,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
1,2,11,65.83,3,3,3,544,32,1978-12-01,2,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,2,12,66.23,3,3,6,11,70,2023-05-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,2,13,65.83,3,3,4,96,47,2016-04-01,3,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
1,2,14,76.19,4,4,3,368,37,1993-08-01,1,400.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,2,15,65.83,3,4,2,61,30,2019-03-01,1,400.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1,2,16,76.19,4,4,3,105,31,2015-07-01,3,400.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1,2,17,65.83,3,4,3,22,38,2022-06-01,2,400.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1,2,18,76.19,4,4,2,544,27,1978-12-01,1,400.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
1,2,19,64.43,3,3,3,280,32,2000-12-01,1,300.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
1,2,20,76.19,4,4,3,31,34,2021-09-01,3,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
1,3,21,65.83,3,3,3,264,34,2002-04-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
1,3,22,66.23,3,3,2,544,27,1978-12-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,3,23,65.83,3,4,7,20,72,2022-08-01,2,400.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,3,24,76.19,4,4,7,111,72,2015-01-01,2,400.5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,3,25,65.83,3,4,3,19,34,2022-09-01,4,400.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
1,3,26,76.19,4,4,5,14,56,2023-02-01,2,400.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
1,3,27,65.01,3,3,3,403,35,1990-08-01,1,300.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,3,28,75.13,4,4,2,37,29,2021-03-01,4,400.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
1,3,29,65.83,3,4,4,49,42,2020-03-01,2,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
1,3,30,75.7,4,4,3,31,36,2021-09-01,3,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
1,4,31,65.83,3,3,6,67,62,2018-09-01,2,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,4,32,66.23,3,4,7,22,77,2022-06-01,2,400.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,4,33,65.83,3,3,5,73,59,2018-03-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1,4,34,76.19,4,4,2,270,30,2001-09-01,1,400.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
1,4,35,66.23,3,3,3,99,37,2016-01-01,2,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
1,4,36,76.19,4,4,3,21,33,2022-07-01,4,400.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
1,4,37,66.23,3,4,5,56,54,2019-08-01,3,400.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
1,4,38,76.19,4,4,2,123,26,2014-01-01,4,400.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
1,4,39,65.83,3,3,3,544,33,1978-12-01,2,300.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1,4,40,76.19,4,4,4,24,43,2022-04-01,4,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
2,1,1,92.69,4,5,3,68,32,2018-08-01,2,500.5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
2,1,2,74.69,3,4,2,127,28,2013-09-01,1,400.5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
2,1,4,80.51,3,5,2,44,30,2020-08-01,1,500.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
2,1,5,97.0,3,4,3,600,33,1974-04-01,2,400.5,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True
2,1,6,85.36,3,5,2,92,28,2016-08-01,3,500.5,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
2,1,7,87.0,3,6,4,13,45,2023-03-01,2,600.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
2,1,8,85.36,3,4,3,314,34,1998-02-01,3,400.5,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
3,1,1,58.58,3,3,7,-4,72,2024-08-01,1,300.5,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
3,1,2,58.77,3,3,4,317,44,1997-11-01,3,300.5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
3,1,3,58.58,3,3,2,740,25,1962-07-01,2,300.5,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,1,4,58.77,3,3,4,54,43,2019-10-01,2,300.5,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
3,1,6,58.77,3,3,7,127,74,2013-09-01,1,300.5,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,1,7,58.58,3,3,2,143,24,2012-05-01,1,300.5,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
3,1,8,58.77,3,3,4,192,41,2008-04-01,2,300.5,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
3,2,9,58.58,3,3,6,241,66,2004-03-01,2,300.5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
3,2,10,58.77,3,3,5,238,53,2004-06-01,2,300.5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
3,2,11,58.58,3,3,6,94,67,2016-06-01,2,300.5,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,2,12,58.77,3,3,2,330,25,1996-10-01,1,300.5,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
3,2,13,58.58,3,3,5,244,52,2003-12-01,2,300.5,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
3,2,14,58.77,3,3,3,234,35,2004-10-01,1,300.5,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
3,2,15,58.58,3,3,6,200,66,2007-08-01,1,300.5,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,2,16,58.77,3,3,1,192,20,2008-04-01,1,300.5,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
3,3,17,58.58,3,3,2,740,22,1962-07-01,1,300.5,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,3,18,58.77,3,3,2,652,30,1969-11-01,1,300.5,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,3,19,58.58,3,3,2,740,22,1962-07-01,1,300.5,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,3,20,58.77,3,3,3,600,33,1974-03-01,1,300.5,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,3,21,58.58,3,3,2,556,29,1977-12-01,1,300.5,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
3,3,22,58.77,3,3,3,31,36,2021-09-01,2,300.5,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
3,3,23,58.58,3,3,5,207,51,2007-01-01,2,300.5,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
3,3,24,58.58,3,3,2,740,28,1962-07-01,1,300.5,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,1,1,49.41,2,3,4,305,47,1998-11-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,1,2,60.65,3,3,5,283,51,2000-09-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,1,3,49.41,2,3,4,318,46,1997-10-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
4,1,4,60.65,3,3,6,152,66,2011-07-01,2,300.5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,1,5,49.41,2,3,2,11,26,2023-05-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
4,1,6,60.65,3,3,5,131,60,2013-05-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
4,1,7,49.41,2,2,4,183,44,2009-01-01,1,200.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
4,1,9,49.41,2,2,4,285,47,2000-07-01,1,200.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
4,2,11,49.41,2,3,6,10,65,2023-06-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
4,2,12,60.65,3,3,2,605,23,1973-10-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,2,13,49.41,2,3,3,605,36,1973-10-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,2,14,60.65,3,3,3,605,31,1973-10-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,2,15,49.41,2,3,6,32,61,2021-08-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
4,2,16,60.65,3,3,2,605,30,1973-10-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,2,17,49.41,2,2,2,89,30,2016-11-01,2,200.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
4,2,19,49.41,2,3,3,60,34,2019-04-01,1,300.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
4,2,20,60.65,3,3,4,136,46,2012-12-01,2,300.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
4,3,21,49.41,2,3,6,43,69,2020-09-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,3,22,60.65,3,3,6,27,62,2022-01-01,2,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
4,3,23,49.41,2,3,7,73,72,2018-03-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,3,24,60.65,3,3,6,145,64,2012-03-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,3,25,49.41,2,3,5,84,60,2017-04-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
4,3,26,60.65,3,3,8,69,89,2018-07-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,3,27,49.41,2,2,2,234,28,2004-10-01,1,200.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
4,3,28,60.65,3,3,3,73,34,2018-03-01,2,300.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
4,3,29,49.41,2,3,2,12,30,2023-04-01,1,300.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
4,4,31,49.41,2,3,2,25,27,2022-03-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
4,4,32,60.65,3,3,2,605,28,1973-10-01,1,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,4,33,49.41,2,3,7,22,78,2022-06-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,4,34,60.65,3,3,2,605,29,1973-10-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
4,4,35,49.41,2,3,3,30,33,2021-10-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
4,4,36,60.65,3,3,4,114,42,2014-10-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
4,4,37,49.41,2,3,4,19,49,2022-09-01,1,300.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
4,4,38,60.65,3,4,4,12,46,2023-04-01,2,400.5,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
4,4,39,49.41,2,3,5,1,56,2024-03-01,1,300.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
5,1,1,70.17,3,3,3,171,38,2010-01-01,3,300.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
5,1,3,70.17,3,3,3,275,31,2001-04-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
5,1,4,83.2,4,4,3,47,37,2020-05-01,4,400.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
5,1,5,70.17,3,3,3,497,31,1982-10-01,1,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
5,1,6,83.2,4,3,4,119,42,2014-05-01,4,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
5,1,7,70.17,3,3,3,32,32,2021-08-01,4,300.5,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
5,1,8,83.2,4,3,2,71,28,2018-05-01,3,300.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
5,1,10,83.2,4,4,3,68,31,2018-08-01,4,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
5,2,11,70.17,3,3,5,42,59,2020-10-01,2,300.5,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
5,2,12,70.17,3,3,6,10,66,2023-06-01,2,300.5,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
5,2,13,70.17,3,3,6,57,65,2019-07-01,2,300.5,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
5,2,14,83.2,4,3,5,44,54,2020-08-01,1,300.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
5,2,15,70.17,3,3,3,6,32,2023-10-01,2,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
5,2,16,83.2,4,3,4,290,44,2000-02-01,3,300.5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
5,2,17,70.17,3,3,3,54,39,2019-10-01,2,300.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
5,2,18,83.2,4,3,3,88,34,2016-12-01,4,300.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
5,2,19,70.17,3,3,6,68,66,2018-08-01,2,300.5,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
5,2,20,83.2,4,4,3,26,33,2022-02-01,3,400.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
5,3,21,36.22,1,2,4,57,49,2019-07-01,1,200.5,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
5,3,22,36.22,1,2,5,88,53,2016-12-01,1,200.5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
5,3,23,70.17,3,4,5,250,55,2003-06-01,2,400.5,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
